# Resource monitor: nav2_amcl (algorithm=amcl)
# timestamp_s  cpu_pct  ram_mb
1.0  8.00  28.8
2.0  9.00  28.9
3.0  7.00  28.9
4.0  9.00  28.9
5.0  7.00  29.0
6.0  8.00  29.0
7.0  7.00  29.0
8.0  9.00  29.1
9.0  8.00  29.1
10.0  9.00  29.1
11.0  8.00  29.1
12.0  9.00  29.2
13.0  9.00  29.2
14.0  9.00  29.2
15.0  8.00  29.2
16.0  9.00  29.2
17.0  8.00  29.2
18.0  9.00  29.2
19.0  8.00  29.2
20.0  9.00  29.2
21.0  9.00  29.2
22.0  8.00  29.2
23.0  8.00  29.2
24.0  9.00  29.3
25.0  9.00  29.3
26.0  9.00  29.3
27.0  7.00  29.3
28.0  10.00  29.3
29.0  8.00  29.3
30.0  9.00  29.3
31.0  8.00  29.3
32.0  9.00  29.3
33.0  9.00  29.3
34.0  8.00  29.3
35.0  9.00  29.3
36.0  8.00  29.3
37.0  10.00  29.3
38.0  9.00  29.3
39.0  7.00  29.3
40.0  10.00  29.3
41.0  8.00  29.3
42.0  10.00  29.3
43.0  8.00  29.3
44.0  9.00  29.3
45.0  8.00  29.3
46.0  9.00  29.3
47.0  9.00  29.3
48.0  8.00  29.3
49.0  9.00  29.3
50.0  8.00  29.3
51.0  9.00  29.3
52.0  8.00  29.3
53.0  9.00  29.3
54.0  9.00  29.3
55.0  9.00  29.3
56.0  8.00  29.3
57.0  9.00  29.3
58.0  8.00  29.3
59.0  9.00  29.3
60.0  9.00  29.3
61.0  9.00  29.3
62.0  8.00  29.3
63.0  9.00  29.3
64.0  8.00  29.3
65.0  9.00  29.3
66.0  9.00  29.3
67.0  9.00  29.3
68.0  10.00  29.3
69.0  8.00  29.3
70.0  9.00  29.3
71.0  9.00  29.3
72.0  8.00  29.3
73.0  9.00  29.4
74.0  9.00  29.4
75.0  8.00  29.4
76.0  9.00  29.4
77.0  9.00  29.4
78.0  8.00  29.4
79.0  9.00  29.4
80.0  8.00  29.4
81.0  9.00  29.4
82.0  9.00  29.4
83.0  9.00  29.4
84.0  9.00  29.4
85.0  9.00  29.4
86.0  8.00  29.4
87.0  8.00  29.4
88.0  9.00  29.4
89.0  9.00  29.4
90.0  9.00  29.4
91.0  9.00  29.4
92.0  9.00  29.4
93.0  8.00  29.4
94.0  9.00  29.4
95.0  9.00  29.4
96.0  10.00  29.4
97.0  8.00  29.4
98.0  9.00  29.4
99.0  9.00  29.4
100.0  7.00  29.4
101.0  10.00  29.4
102.0  8.00  29.4
103.0  9.00  29.4
104.0  8.00  29.4
105.0  9.00  29.4
106.0  9.00  29.4
107.0  9.00  29.4
108.0  9.00  29.4
109.0  9.00  29.4
110.0  9.00  29.4
111.0  8.00  29.4
112.0  9.00  29.4
113.0  9.00  29.4
114.0  9.00  29.4
115.0  9.00  29.4
116.0  10.00  29.4
117.0  8.00  29.4
118.0  8.00  29.4
119.0  10.00  29.4
120.0  8.00  29.4
121.0  9.00  29.4
122.0  9.00  29.4
123.0  8.00  29.4
124.0  9.00  29.4
125.0  9.00  29.4
126.0  8.00  29.4
127.0  8.00  29.4
128.0  9.00  29.4
129.0  10.00  29.4
130.0  7.00  29.4
131.0  10.00  29.4
132.0  9.00  29.4
133.0  8.00  29.4
134.0  9.00  29.4
135.0  9.00  29.4
136.0  9.00  29.5
137.0  9.00  29.5
138.0  8.00  29.5
139.0  9.00  29.5
140.0  9.00  29.5
141.0  9.00  29.5
142.0  8.00  29.5
143.0  9.00  29.5
144.0  8.00  29.5
145.0  9.00  29.5
146.0  9.00  29.5
147.0  9.00  29.5
148.0  8.00  29.5
149.0  10.00  29.5
150.0  8.00  29.5
151.0  10.00  29.5
152.0  8.00  29.5
153.0  9.00  29.5
154.0  9.00  29.5
155.0  9.00  29.5
156.0  8.00  29.5
157.0  10.00  29.5
158.0  9.00  29.5
159.0  9.00  29.5
160.0  8.00  29.5
161.0  9.00  29.5
162.0  9.00  29.5
163.0  9.00  29.5
164.0  8.00  29.5
165.0  9.00  29.5
166.0  8.00  29.5
167.0  9.00  29.5
168.0  9.00  29.5
169.0  8.00  29.5
170.0  9.00  29.5
171.0  9.00  29.5
172.0  9.00  29.5
173.0  8.00  29.5
174.0  10.00  29.5
175.0  7.00  29.5
176.0  9.00  29.5
177.0  10.00  29.5
178.0  9.00  29.5
179.0  8.00  29.5
180.0  8.00  29.5
181.0  9.00  29.5
182.0  9.00  29.5
183.0  8.00  29.5
184.0  9.00  29.5
185.0  8.00  29.6
186.0  9.00  29.6
187.0  9.00  29.6
188.0  9.00  29.6
189.0  8.00  29.6
190.0  9.00  29.6
191.0  9.00  29.6
192.0  8.00  29.6
193.0  9.00  29.6
194.0  9.00  29.6
195.0  8.00  29.6
196.0  9.00  29.6
197.0  8.00  29.6
198.0  9.00  29.6
199.1  9.00  29.6
200.1  9.00  29.6
201.1  9.00  29.6
202.1  9.00  29.6
203.1  9.00  29.6
204.1  7.00  29.6
205.1  10.00  29.6
206.1  8.00  29.6
207.1  9.00  29.6
208.1  8.00  29.6
209.1  10.00  29.6
210.1  9.00  29.6
211.1  9.00  29.6
212.1  8.00  29.6
213.1  8.00  29.6
214.1  10.00  29.6
215.1  9.00  29.6
216.1  8.00  29.6
217.1  9.00  29.6
218.1  9.00  29.6
219.1  9.00  29.6
220.1  8.00  29.6
221.1  9.00  29.6
222.1  8.00  29.6
223.1  9.00  29.6
224.1  10.00  29.6
225.1  9.00  29.7
226.1  9.00  29.7
227.1  8.00  29.7
228.1  8.00  29.7
229.1  10.00  29.7
230.1  9.00  29.7
231.1  8.00  29.7
232.1  10.00  29.7
233.1  9.00  29.7
234.1  9.00  29.7
235.1  8.00  29.7
236.1  8.00  29.7
237.1  8.00  29.7
238.1  10.00  29.7
239.1  9.00  29.7
240.1  8.00  29.7
241.1  9.00  29.7
242.1  8.00  29.7
243.1  9.00  29.7
244.1  9.00  29.7
245.1  9.00  29.7
246.1  8.00  29.7
247.1  10.00  29.7
248.1  9.00  29.7
249.1  8.00  29.7
250.1  9.00  29.7
251.1  9.00  29.7
252.1  8.00  29.7
253.1  11.00  29.7
254.1  8.00  29.7
255.1  8.00  29.7
256.1  9.00  29.7
